sample,thin_sample,who,part,digits,value
139,139,monkeys,1,None,0.036112
139,139,monkeys,2,None,0.181105
140,140,monkeys,0,None,0.012976
140,140,monkeys,1,None,0.027529
140,140,monkeys,2,None,0.159820
141,141,monkeys,0,None,0.004829
141,141,monkeys,1,None,0.044686
141,141,monkeys,2,None,0.165566
142,142,monkeys,0,None,0.021188
142,142,monkeys,1,None,0.025392
142,142,monkeys,2,None,0.185735
143,143,monkeys,0,None,0.003107
143,143,monkeys,1,None,0.025533
143,143,monkeys,2,None,0.200227
144,144,monkeys,0,None,0.005224
144,144,monkeys,1,None,0.042843
144,144,monkeys,2,None,0.122878
145,145,monkeys,0,None,0.004361
145,145,monkeys,1,None,0.044307
145,145,monkeys,2,None,0.127138
146,146,monkeys,0,None,0.012875
146,146,monkeys,1,None,0.024939
146,146,monkeys,2,None,0.233173
147,147,monkeys,0,None,0.004687
147,147,monkeys,1,None,0.038211
147,147,monkeys,2,None,0.177984
148,148,monkeys,0,None,0.006530
148,148,monkeys,1,None,0.032840
148,148,monkeys,2,None,0.160048
149,149,monkeys,0,None,0.016099
149,149,monkeys,1,None,0.039804
149,149,monkeys,2,None,0.223153
150,150,monkeys,0,None,0.016099
150,150,monkeys,1,None,0.039804
150,150,monkeys,2,None,0.223153
151,151,monkeys,0,None,0.016099
151,151,monkeys,1,None,0.039804
151,151,monkeys,2,None,0.223153
152,152,monkeys,0,None,0.016099
152,152,monkeys,1,None,0.039804
152,152,monkeys,2,None,0.223153
153,153,monkeys,0,None,0.016099
153,153,monkeys,1,None,0.039804
153,153,monkeys,2,None,0.223153
154,154,monkeys,0,None,0.016099
154,154,monkeys,1,None,0.039804
154,154,monkeys,2,None,0.223153
155,155,monkeys,0,None,0.016099
155,155,monkeys,1,None,0.039804
155,155,monkeys,2,None,0.223153
156,156,monkeys,0,None,0.016099
156,156,monkeys,1,None,0.039804
156,156,monkeys,2,None,0.223153
157,157,monkeys,0,None,0.005327
157,157,monkeys,1,None,0.034498
157,157,monkeys,2,None,0.125743
158,158,monkeys,0,None,0.005083
158,158,monkeys,1,None,0.025310
158,158,monkeys,2,None,0.216387
159,159,monkeys,0,None,0.004827
159,159,monkeys,1,None,0.048098
159,159,monkeys,2,None,0.215690
160,160,monkeys,0,None,0.004351
160,160,monkeys,1,None,0.035694
160,160,monkeys,2,None,0.206323
161,161,monkeys,0,None,0.008017
161,161,monkeys,1,None,0.044277
161,161,monkeys,2,None,0.190620
162,162,monkeys,0,None,0.005773
162,162,monkeys,1,None,0.040127
162,162,monkeys,2,None,0.170088
163,163,monkeys,0,None,0.006313
163,163,monkeys,1,None,0.031919
163,163,monkeys,2,None,0.166082
164,164,monkeys,0,None,0.012864
164,164,monkeys,1,None,0.030412
164,164,monkeys,2,None,0.150054
165,165,monkeys,0,None,0.009566
165,165,monkeys,1,None,0.041588
165,165,monkeys,2,None,0.183050
166,166,monkeys,0,None,0.032907
166,166,monkeys,1,None,0.029324
166,166,monkeys,2,None,0.149962
167,167,monkeys,0,None,0.001317
167,167,monkeys,1,None,0.038111
167,167,monkeys,2,None,0.180426
168,168,monkeys,0,None,0.031680
168,168,monkeys,1,None,0.020107
168,168,monkeys,2,None,0.199180
169,169,monkeys,0,None,0.037962
169,169,monkeys,1,None,0.019790
169,169,monkeys,2,None,0.204189
170,170,monkeys,0,None,0.001075
170,170,monkeys,1,None,0.037917
170,170,monkeys,2,None,0.135208
171,171,monkeys,0,None,0.001266
171,171,monkeys,1,None,0.023425
171,171,monkeys,2,None,0.160882
172,172,monkeys,0,None,0.001099
172,172,monkeys,1,None,0.025194
172,172,monkeys,2,None,0.199563
173,173,monkeys,0,None,0.002614
173,173,monkeys,1,None,0.012215
173,173,monkeys,2,None,0.171815
174,174,monkeys,0,None,0.004686
174,174,monkeys,1,None,0.037123
174,174,monkeys,2,None,0.188947
175,175,monkeys,0,None,0.005170
175,175,monkeys,1,None,0.043860
175,175,monkeys,2,None,0.195791
176,176,monkeys,0,None,0.016273
176,176,monkeys,1,None,0.020118
176,176,monkeys,2,None,0.182433
177,177,monkeys,0,None,0.006949
177,177,monkeys,1,None,0.068306
177,177,monkeys,2,None,0.189592
178,178,monkeys,0,None,0.001310
178,178,monkeys,1,None,0.017568
178,178,monkeys,2,None,0.230130
179,179,monkeys,0,None,0.009299
179,179,monkeys,1,None,0.055658
179,179,monkeys,2,None,0.162726
180,180,monkeys,0,None,0.012203
180,180,monkeys,1,None,0.022425
180,180,monkeys,2,None,0.157008
181,181,monkeys,0,None,0.010078
181,181,monkeys,1,None,0.047843
181,181,monkeys,2,None,0.179068
182,182,monkeys,0,None,0.009692
182,182,monkeys,1,None,0.012299
182,182,monkeys,2,None,0.142383
183,183,monkeys,0,None,0.011635
183,183,monkeys,1,None,0.031421
183,183,monkeys,2,None,0.142574
184,184,monkeys,0,None,0.013922
184,184,monkeys,1,None,0.047205
184,184,monkeys,2,None,0.186394
185,185,monkeys,0,None,0.029678
185,185,monkeys,1,None,0.024242
185,185,monkeys,2,None,0.147887
186,186,monkeys,0,None,0.018129
186,186,monkeys,1,None,0.049948
186,186,monkeys,2,None,0.143024
187,187,monkeys,0,None,0.002412
187,187,monkeys,1,None,0.026985
187,187,monkeys,2,None,0.164417
188,188,monkeys,0,None,0.016893
188,188,monkeys,1,None,0.044949
188,188,monkeys,2,None,0.161959
189,189,monkeys,0,None,0.005454
189,189,monkeys,1,None,0.041875
189,189,monkeys,2,None,0.184032
190,190,monkeys,0,None,0.019894
190,190,monkeys,1,None,0.026045
190,190,monkeys,2,None,0.152336
191,191,monkeys,0,None,0.001581
191,191,monkeys,1,None,0.033681
191,191,monkeys,2,None,0.161873
192,192,monkeys,0,None,0.000801
192,192,monkeys,1,None,0.048005
192,192,monkeys,2,None,0.176058
193,193,monkeys,0,None,0.000481
193,193,monkeys,1,None,0.042827
193,193,monkeys,2,None,0.164042
194,194,monkeys,0,None,0.000461
194,194,monkeys,1,None,0.039045
194,194,monkeys,2,None,0.165178
195,195,monkeys,0,None,0.001094
195,195,monkeys,1,None,0.016852
195,195,monkeys,2,None,0.148257
196,196,monkeys,0,None,0.010999
196,196,monkeys,1,None,0.062584
196,196,monkeys,2,None,0.196503
197,197,monkeys,0,None,0.013579
197,197,monkeys,1,None,0.037629
197,197,monkeys,2,None,0.168001
198,198,monkeys,0,None,0.009703
198,198,monkeys,1,None,0.029176
198,198,monkeys,2,None,0.159875
199,199,monkeys,0,None,0.010149
199,199,monkeys,1,None,0.038582
199,199,monkeys,2,None,0.158831
